name,Age,Citizenship,Contract expiration,DOB,Height (m),ID,Joined,Last club,Market value history,Nationality,Other positions,Position,Since,Team,Transfer history,Value,Value last updated,assists,games,goals,id,key_passes,npg,npxG,position,red_cards,shots,source,team,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
Tomas Koubek,32,[],"Jun 30, 2027","Aug 26, 1992",1.97,146714,"Jan 11, 2025",,,Czech Republic,,Goalkeeper,,Slovan Liberec,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€500k,"Jun 17, 2025",0,11,0,6292,0,0,0,GK,0,0,understat,https://understat.com/team/Augsburg/2022,Augsburg,990,0,0,0.6914921347051859,0.6914921347051859,0
Alphonso Davies,24,[],"Jun 30, 2030","Nov 2, 2000",1.83,424204,"Jan 1, 2019",,,Canada,,Left-Back,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€50.00m,"Jun 5, 2025",4,26,1,7345,43,1,2.2144710374996066,D M S,0,19,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,2054,3.4712795857340097,2.2144710374996066,15.926782006397843,20.467795314267278,0
Kelvin Yeboah,25,"['Italy', 'Ghana']","Dec 31, 2027","May 6, 2000",1.85,589737,"Jul 27, 2024",,,Italy,"              0
0  Right Winger
1   Left Winger",Centre-Forward,,Minnesota,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€6.00m,"Jun 5, 2025",1,13,1,10318,5,1,1.3547090254724026,F S,0,12,understat,https://understat.com/team/Augsburg/2022,Augsburg,326,0.3252255991101265,1.3547090254724026,0.5414285883307457,1.9232772588729858,0
Joshua Zirkzee,24,[],"Jun 30, 2029","May 22, 2001",1.93,435648,"Jul 14, 2024",,,Netherlands,,Centre-Forward,,Man Utd,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€30.00m,"May 30, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Anthony Caci,28,[],"Jun 30, 2026","Jul 1, 1997",1.84,453016,"Jul 1, 2022",,,France,,Right-Back,,1.FSV Mainz 05,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€12.00m,"Jun 5, 2025",1,31,2,6380,21,2,0.4756427016109228,D M S,0,9,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,2052,2.8494056733325124,0.4756427016109228,3.4933305028826,6.216136714443564,4
Tom Bischof,20,['Germany'],"Jun 30, 2029","Jun 28, 2005",1.76,822959,"Jun 9, 2025",,,Germany,"                    0
0  Attacking Midfield
1      Right Midfield",Central Midfield,,Bayern Munich,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€30.00m,"Jun 5, 2025",0,11,0,10289,5,0,0.9362808931618929,M S,0,7,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,306,1.1524579226970673,0.9362808931618929,0.3431813418865204,2.284682849422097,0
Josip Brekalo,27,['Croatia'],"Jun 30, 2026","Jun 23, 1998",1.75,293169,"Jan 28, 2023",,,Croatia,"                0
0    Right Winger
1  Second Striker",Left Winger,,Fiorentina,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.30m,"Jun 18, 2025",1,6,0,5353,5,0,0.08494400139898062,F M S,0,2,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,269,0.2671682983636856,0.08494400139898062,0.26921770349144936,0.39834030624479055,0
Luca Netz,22,[],"Jun 30, 2026","May 15, 2003",1.84,524285,"Aug 6, 2021",,,Germany,,Left-Back,,Bor. M'gladbach,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€6.00m,"Jun 5, 2025",3,20,1,8401,5,1,0.9112387504428625,D S,0,4,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,691,1.2129683569073677,0.9112387504428625,1.7279492877423763,3.2269129119813442,0
Mats Hummels,36,[],,"Dec 16, 1988",1.91,39728,,AS Roma,,Germany,,Centre-Back,"Jul 1, 2025",Retired,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,0,30,1,373,12,1,1.9146205745637417,D S,0,17,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,2026,1.3432590467855334,1.9146205745637417,11.913589134812355,13.291533194482327,5
Sardar Azmoun,30,[],"Jun 30, 2027","Jan 1, 1995",1.86,180337,"Jul 28, 2024",,,Iran,,Centre-Forward,,Shabab Al-Ahli,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€8.00m,"May 29, 2025",1,23,4,2774,14,4,4.1958376076072454,F M S,0,28,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,898,2.982987130060792,4.1958376076072454,0.7968364469707012,7.2221479173749685,1
Jannik Horz,22,[],"Jun 30, 2027","Apr 14, 2003",1.93,586229,"Jul 1, 2025",,,Germany,,Goalkeeper,,K. Offenbach,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€100k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Micky van de Ven,24,[],"Jun 30, 2029","Apr 19, 2001",1.93,557459,"Aug 8, 2023",,,Netherlands,,Centre-Back,,Tottenham,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€50.00m,"May 30, 2025",1,33,1,10050,6,1,1.3219706201925874,D,0,16,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,2970,1.628925770521164,1.3219706201925874,8.689012460410595,9.035741279833019,5
Mario Götze,33,['Germany'],"Jun 30, 2026","Jun 3, 1992",1.76,74842,"Jul 1, 2022",,,Germany,"              0
0  Right Winger
1   Left Winger",Attacking Midfield,,E. Frankfurt,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€4.00m,"Jun 5, 2025",1,32,3,422,42,3,3.3162593068554997,M,0,26,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,2766,4.618421275168657,3.3162593068554997,14.922903863247484,20.433497086167336,6
Nadiem Amiri,28,[],"Jun 30, 2028","Oct 27, 1996",1.8,232454,"Jan 31, 2024",,,Germany,,Central Midfield,,1.FSV Mainz 05,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€20.00m,"Jun 5, 2025",1,25,4,82,15,3,1.359858339652419,F M S,0,24,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,951,1.001922182738781,2.1176350452005863,3.094477749429643,4.330404385924339,6
Patrik Schick,29,[],"Jun 30, 2027","Jan 24, 1996",1.91,242086,"Sep 8, 2020",,,Czech Republic,,Centre-Forward,,B. Leverkusen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€27.00m,"Jun 5, 2025",1,14,3,1236,10,3,5.551570445299149,F S,0,34,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,936,0.4347322918474674,5.551570445299149,2.6731401160359383,8.173204828053713,0
Kaito Mizuta,25,[],"Jun 30, 2026","Apr 8, 2000",1.82,677794,"Jan 29, 2025",,,Japan,,Left Winger,,RW Essen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€275k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Anthony Modeste,37,[],,"Apr 14, 1988",1.88,50512,,CF Intercity,,France,,Centre-Forward,"Jul 1, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€100k,"Jun 25, 2025",1,19,2,137,6,2,3.454763725399971,F S,0,21,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,794,0.8842783905565739,3.454763725399971,0.753995705395937,4.190358635038137,4
Marcel Lotka,24,[],"Jun 30, 2028","May 25, 2001",1.9,453737,"Jul 9, 2025",,,Germany,,Goalkeeper,,F. Düsseldorf,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€800k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Aarón Martín,28,[],"Jun 30, 2026","Apr 22, 1997",1.78,251878,"Jul 3, 2023",,,Spain,,Left-Back,,Genoa,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€6.50m,"Jun 17, 2025",3,28,5,5133,27,5,1.4266573209315538,D S,0,19,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,1830,2.625666566193104,2.1844342965632677,3.9091148050501943,6.366126410663128,3
Angelo Fulgini,28,[],"Jun 30, 2027","Aug 20, 1996",1.82,250013,"Jul 1, 2023",,,France,,Attacking Midfield,,Lens,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€5.00m,"Jun 3, 2025",1,16,0,6019,7,0,0.79405059479177,M S,0,8,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,513,0.8936613043770194,0.79405059479177,0.6696624038740993,2.3068373864516616,1
Emre Can,31,"['Germany', 'Türkiye']","Jun 30, 2026","Jan 12, 1994",1.86,119296,"Jul 1, 2020",,,Germany,"                  0
0  Central Midfield
1       Centre-Back",Defensive Midfield,,Bor. Dortmund,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€7.00m,"Jun 5, 2025",1,27,2,604,20,1,0.8371729273349047,D M S,0,17,understat,https://understat.com/team/Borussia_Dortmund/2022,Borussia Dortmund,1890,1.4878265084698796,1.5949499029666185,11.818389678373933,13.2627736274153,8
Jan Schröder,22,[],-,"Apr 15, 2003",1.82,610798,"Jul 1, 2023",,,Germany,,Left-Back,,Delaware,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,,,,,,,,,,,transfermarkt,,,,,,,,
Benjamin Pavard,29,[],"Jun 30, 2028","Mar 28, 1996",1.86,353366,"Aug 30, 2023",,,France,,Centre-Back,,Inter,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€25.00m,"Jun 17, 2025",1,30,4,3363,20,4,2.2471003998070955,D S,0,34,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,2433,2.9406278133392334,2.2471003998070955,19.75163858383894,20.861329324543476,6
Maximilian Arnold,31,[],"Jun 30, 2026","May 27, 1994",1.84,117674,"Jan 1, 2012",,,Germany,,Central Midfield,,VfL Wolfsburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€5.00m,"Jun 5, 2025",3,32,5,153,44,2,0.8460893603041768,M,0,35,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,2793,5.049588920548558,4.634974149055779,8.64874707069248,10.55605716817081,5
Julian Baumgartlinger,37,[],,"Jan 2, 1988",1.84,34787,,FC Augsburg,,Austria,,Defensive Midfield,"Jul 24, 2023",Retired,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,0,16,0,42,2,0,0.17029069643467665,M S,0,3,understat,https://understat.com/team/Augsburg/2022,Augsburg,520,0.11622369661927223,0.17029069643467665,1.1233885940164328,1.2726374808698893,1
David Raum,27,[],"Jun 30, 2027","Apr 22, 1998",1.81,318204,"Jul 31, 2022",,,Germany,,Left-Back,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€20.00m,"Jun 5, 2025",2,28,1,9724,35,1,0.6448879111558199,D M S,0,14,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1686,5.142054616473615,0.6448879111558199,6.27494917716831,8.364078218117356,5
Jamie Gittens,20,[],"Jun 30, 2032","Aug 8, 2004",1.78,670882,"Jul 5, 2025",,,England,,Left Winger,,Chelsea,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€50.00m,"Jun 5, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Philipp Max,31,[],"Jun 30, 2027","Sep 30, 1993",1.77,111275,"Aug 5, 2024",,,Germany,,Left-Back,,Panathinaikos,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.00m,"May 23, 2025",1,10,0,267,18,0,0.5249998066574335,D S,0,9,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,702,2.3867448698729277,0.5249998066574335,1.380582144483924,2.8184308912605047,1
Edimilson Fernandes,29,[],"Jun 30, 2029","Apr 15, 1996",1.87,247555,"Jul 14, 2025",,,Switzerland,,Defensive Midfield,,BSC Young Boys,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.00m,"Jun 3, 2025",3,32,0,1673,16,0,0.5788446050137281,D S,0,15,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,2453,1.2931853868067265,0.5788446050137281,2.8318070778623223,3.5146729424595833,4
Irvin Cardona,27,[],"Jun 30, 2028","Aug 8, 1997",1.85,342226,"Jul 1, 2025",,,France,,Centre-Forward,,Saint-Étienne,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.50m,"Jun 3, 2025",0,10,1,5724,3,1,2.658486820757389,S,0,9,understat,https://understat.com/team/Augsburg/2022,Augsburg,292,0.09321249276399612,2.658486820757389,0,2.751698937267065,2
Danny da Costa,32,[],"Jun 30, 2026","Jul 13, 1993",1.87,85906,"Jul 1, 2022",,,Germany,,Centre-Back,,1.FSV Mainz 05,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.50m,"Jun 5, 2025",2,23,0,249,11,0,0.6438299268484116,D M S,0,7,understat,https://understat.com/team/Mainz_05/2022,Mainz 05,1247,1.4726438075304031,0.6438299268484116,1.6387583166360855,3.3775308337062597,0
Iago,28,[],"Dec 31, 2028","Mar 23, 1997",1.81,520468,"Jul 10, 2024",,,Brazil,,Left-Back,,EC Bahia,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.50m,"Jun 6, 2025",2,22,0,8065,10,0,0.5045134099200368,D M S,1,9,understat,https://understat.com/team/Augsburg/2022,Augsburg,1616,1.5134401302784681,0.5045134099200368,3.115460731089115,4.3672290202230215,4
Ko Itakura,28,['Japan'],"Jun 30, 2026","Jan 27, 1997",1.88,355816,"Jul 2, 2022",,,Japan,"                    0
0  Defensive Midfield",Centre-Back,,Bor. M'gladbach,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€12.00m,"Jun 5, 2025",2,24,0,10727,4,0,0.5706223398447037,D S,2,11,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,1983,0.23493347689509392,0.5706223398447037,6.030138230882585,6.179506425745785,1
Kevin Trapp,35,[],"Jun 30, 2026","Jul 8, 1990",1.89,45672,"Aug 7, 2019",,,Germany,,Goalkeeper,,E. Frankfurt,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.50m,"Jun 5, 2025",0,33,0,3286,0,0,0,GK,0,0,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,2970,0,0,3.1955743301659822,3.1955743301659822,3
Christoph Kramer,34,[],,"Feb 19, 1991",1.91,82097,,Bor. M'gladbach,,Germany,,Defensive Midfield,"Jun 2, 2025",Retired,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,0,28,0,187,15,0,0.43211029935628176,D M S,0,6,understat,https://understat.com/team/Borussia_M.Gladbach/2022,Borussia M.Gladbach,2247,2.153275579214096,0.43211029935628176,8.801280420273542,9.80018537864089,4
Tobias Strobl,35,[],,"May 12, 1990",1.88,57845,,FC Augsburg,,Germany,,Defensive Midfield,"Jul 1, 2023",Retired,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,,,,,,,,,,,transfermarkt,,,,,,,,
Paxten Aaronson,21,[],"Jun 30, 2028","Aug 26, 2003",1.75,795738,"Jan 1, 2023",,,United States,,Central Midfield,,E. Frankfurt,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€8.00m,"May 28, 2025",0,7,0,11410,1,0,0.18307969719171524,S,0,4,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,151,0.03839769586920738,0.18307969719171524,0.19955416023731232,0.3182397484779358,1
Exequiel Palacios,26,[],"Jun 30, 2028","Oct 5, 1998",1.78,401578,"Jan 1, 2020",,,Argentina,,Central Midfield,,B. Leverkusen,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€40.00m,"Jun 5, 2025",2,25,4,8325,15,1,0.5250557949766517,M S,0,20,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,1665,1.5065587665885687,2.7983853723853827,9.40145754814148,10.362398341298103,4
Willi Orbán,32,[],"Jun 30, 2027","Nov 3, 1992",1.86,93740,"Jul 1, 2015",,,Hungary,,Centre-Back,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€8.00m,"Jun 5, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Josué Mbila,25,[],,"Aug 21, 1999",1.75,381252,,SpVgg Bayreuth,,Germany,,Attacking Midfield,"Jul 1, 2024",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,,,,,,,,,,,transfermarkt,,,,,,,,
Faride Alidou,24,[],-,"Jul 18, 2001",1.86,456492,"Jan 23, 2025",,,Germany,,Left Winger,,1.FC K'lautern,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.00m,"Jun 19, 2025",1,15,0,10695,3,0,0.09436840191483498,S,0,2,understat,https://understat.com/team/Eintracht_Frankfurt/2022,Eintracht Frankfurt,143,0.45305000245571136,0.09436840191483498,0.9548341259360313,1.5022531151771545,0
Lukas Klostermann,29,[],"Jun 30, 2028","Jun 3, 1996",1.89,215599,"Aug 22, 2014",,,Germany,,Centre-Back,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€8.00m,"Jun 5, 2025",0,15,0,5358,1,0,0.2889015795662999,D S,0,6,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,898,0.111005999147892,0.2889015795662999,2.907434955239296,3.109500966966152,0
Nahuel Noll,22,[],"Jun 30, 2026","Mar 17, 2003",1.9,600942,"Jul 9, 2025",,,Germany,,Goalkeeper,,Hannover 96,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.80m,"Jun 19, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Josuha Guilavogui,34,[],,"Sep 19, 1990",1.88,93704,,Leeds,,France,,Defensive Midfield,"Jul 1, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€300k,"May 27, 2025",0,23,1,150,4,1,0.3011024799197912,D M S,0,6,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,1150,0.2955212965607643,0.3011024799197912,4.027639210224152,4.052423909306526,4
Gabriel Marusic,22,[],"Jun 30, 2026","Mar 3, 2003",1.86,604322,"Jul 29, 2025",,,Croatia,,Centre-Back,,A. Salzburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€125k,"Jun 24, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Philipp Pentke,40,[],,"May 1, 1985",1.91,8246,,1.FC Köln,,Germany,,Goalkeeper,"Jul 1, 2025",Without Club,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€200k,"Jun 19, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Dani Olmo,27,[],"Jun 30, 2030","May 7, 1998",1.79,293385,"Aug 9, 2024",,,Spain,,Attacking Midfield,,Barcelona,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€60.00m,"Jun 9, 2025",5,23,2,8292,37,2,2.686814596876502,F M S,0,43,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1294,5.5300625106319785,2.686814596876502,3.719395002350211,9.476952152326703,2
Aster Vranckx,22,[],"Jun 30, 2029","Oct 4, 2002",1.83,503881,"Jul 1, 2021",,,Belgium,,Central Midfield,,VfL Wolfsburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€7.00m,"Jun 5, 2025",0,1,0,9935,0,0,0,S,0,0,understat,https://understat.com/team/Wolfsburg/2022,Wolfsburg,4,0,0,0.015021299943327904,0.015021299943327904,0
Mathys Tel,20,[],"Jun 30, 2031","Apr 27, 2005",1.83,801734,"Jul 1, 2025",,,France,,Centre-Forward,,Tottenham,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€35.00m,"May 30, 2025",0,22,5,9780,6,5,3.4526608996093273,M S,0,20,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,356,0.6357373185455799,3.4526608996093273,1.1535096727311611,5.112999714910984,2
Carlos Gruezo,30,[],-,"Apr 19, 1995",1.72,189475,"Jan 25, 2025",,,Ecuador,,Defensive Midfield,,LDU Quito,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.50m,"Jun 16, 2025",0,13,0,69,6,0,0.026374599896371365,M S,0,2,understat,https://understat.com/team/Augsburg/2022,Augsburg,967,0.22044220194220543,0.026374599896371365,1.3211149126291275,1.5679318085312843,5
Marcel Halstenberg,33,[],"Jun 30, 2026","Sep 27, 1991",1.88,70243,"Jul 1, 2025",,,Germany,,Centre-Back,,Germ. Grasdorf,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,1,31,1,5254,19,1,1.6008050814270973,D S,0,9,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,1562,2.027093281969428,1.6008050814270973,6.051198270171881,8.040307074785233,2
Kerem Demirbay,32,[],"Jun 30, 2028","Jul 3, 1993",1.83,125858,"Jul 2, 2025",,,Germany,,Central Midfield,,Eyüpspor,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.30m,"Jun 18, 2025",3,25,4,5273,32,4,2.4878762275911868,M S,0,31,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,1549,2.8742984011769295,2.4878762275911868,5.607281791046262,9.032792079262435,5
Fredrik Jensen,27,[],"Jun 30, 2028","Sep 9, 1997",1.83,249157,"Jul 11, 2025",,,Finland,,Attacking Midfield,,Aris Saloniki,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€3.50m,"Jun 5, 2025",1,20,2,7197,13,2,1.9105474883690476,D F M S,0,11,understat,https://understat.com/team/Augsburg/2022,Augsburg,919,0.9806190077215433,1.9105474883690476,1.3780555166304111,2.7763356287032366,1
Pavel Kaderabek,33,[],"Jun 30, 2026","Apr 25, 1992",1.82,143798,"Jul 1, 2025",,,Czech Republic,,Right-Back,,Sparta Prague,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.70m,"Jun 5, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Mateu Morey,25,[],"Jun 30, 2027","Mar 2, 2000",1.73,388513,"Jul 5, 2024",,,Spain,,Right-Back,,RCD Mallorca,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€800k,"Jun 9, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Philipp Schulz,20,[],"Jun 30, 2027","May 25, 2005",1.9,796212,"Jul 1, 2022",,,Germany,,Centre-Back,,FSV Mainz 05 II,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€200k,"Jun 11, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Sadio Mané,33,[],"Jun 30, 2026","Apr 10, 1992",1.74,200512,"Aug 1, 2023",,,Senegal,,Left Winger,,Al-Nassr,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€8.00m,"May 27, 2025",5,25,7,838,25,6,10.26893113553524,F M S,0,54,understat,https://understat.com/team/Bayern_Munich/2022,Bayern Munich,1449,4.721706811338663,11.784473165869713,6.392940312623978,19.7928506731987,2
Liam Morrison,22,[],-,"Apr 7, 2003",1.83,567114,"Jul 5, 2024",,,Scotland,,Centre-Back,,QPR,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€400k,"May 27, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Benjamin Henrichs,28,[],"Jun 30, 2028","Feb 23, 1997",1.85,202591,"Jul 1, 2021",,,Germany,,Right-Back,,RB Leipzig,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€15.00m,"Jun 5, 2025",2,30,2,435,20,2,1.4496939424425364,D M S,0,31,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,2184,1.6054319348186255,1.4496939424425364,10.33609838038683,12.054654765874147,8
Alexander Sørloth,29,[],"Jun 30, 2028","Dec 5, 1995",1.95,238407,"Aug 3, 2024",,,Norway,,Centre-Forward,,Atlético Madrid,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€25.00m,"Jun 9, 2025",0,1,0,6531,0,0,0,S,0,0,understat,https://understat.com/team/RasenBallsport_Leipzig/2022,RasenBallsport Leipzig,2,0,0,0.01158090028911829,0.01158090028911829,1
Mads Pedersen,28,[],"Jun 30, 2027","Sep 1, 1996",1.78,288429,"Jul 1, 2019",,,Denmark,,Left-Back,,FC Augsburg,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€2.00m,"Jun 5, 2025",0,28,0,7809,15,0,0.2617388470098376,D M S,0,9,understat,https://understat.com/team/Augsburg/2022,Augsburg,1835,0.731495875865221,0.2617388470098376,1.2319271564483643,2.106668382883072,6
Oskar Preil,21,[],"Jun 30, 2026","Sep 14, 2003",1.89,710045,"Jul 23, 2025",,,Germany,,Goalkeeper,,ASV Neumarkt,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",,,,,,,,,,,,,transfermarkt,,,,,,,,
Bartosz Bialek,23,[],-,"Nov 11, 2001",1.91,535551,"Jul 15, 2025",,,Poland,,Centre-Forward,,Darmstadt 98,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€800k,"Jun 5, 2025",,,,,,,,,,,transfermarkt,,,,,,,,
Ihlas Bebou,31,[],"Jun 30, 2026","Apr 23, 1994",1.85,237164,"Jul 1, 2019",,,Togo,,Centre-Forward,,TSG Hoffenheim,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€1.00m,"Jun 5, 2025",0,19,7,6271,15,6,4.061747618950903,D F S,0,29,understat,https://understat.com/team/Hoffenheim/2022,Hoffenheim,1440,0.9563902327790856,4.819524594582617,3.351820595562458,7.813072131946683,2
Joel Pohjanpalo,30,[],"Jun 30, 2029","Sep 13, 1994",1.86,173491,"Feb 3, 2025",,,Finland,,Centre-Forward,,Palermo,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",€4.50m,"Jun 2, 2025",0,1,0,5222,0,0,0,S,0,0,understat,https://understat.com/team/Bayer_Leverkusen/2022,Bayer Leverkusen,1,0,0,0,0,0
